0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	0
0	0	0	0	0	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	9	9	11	11	0
0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	15	15	15	0	15	15	15	0	0	15	15	0	0	15	15	15	0	0	15	15	15	0	0	0	0	15	15	15	0	0	15	15	0	0	15	0	0	0	15	0	7	7	7	7	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0
0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15	0	0	15	0	0	15	0	15	0	0	15	0	0	15	0	0	0	0	15	0	0	15	0	15	0	0	15	0	15	15	0	15	15	0	7	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0
0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	15	0	0	0	0	15	0	0	15	0	0	15	0	15	0	0	15	0	0	15	0	0	0	0	15	0	0	0	0	15	0	0	15	0	15	0	15	0	15	0	7	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	15	15	15	0	0	15	0	0	15	15	15	15	0	15	15	15	0	0	0	15	0	0	0	0	15	0	0	0	0	15	15	15	15	0	15	0	0	0	15	0	7	7	7	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15	0	0	15	0	0	15	0	0	15	0	15	0	0	15	0	0	15	0	0	0	0	15	0	15	15	0	15	0	0	15	0	15	0	0	0	15	0	7	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0
0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15	0	0	15	0	0	15	0	0	15	0	15	0	0	15	0	0	15	0	0	0	0	15	0	0	15	0	15	0	0	15	0	15	0	0	0	15	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0
0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	15	15	15	0	0	15	0	0	15	0	0	15	0	15	0	0	15	0	0	15	0	0	0	0	0	15	15	15	0	15	0	0	15	0	15	0	0	0	15	0	7	7	7	7	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0
0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0
0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	0	0	0	0	0	0	0	0	0	9	9	0
0	0	0	0	0	9	9	0	0	0	0	0	0	0	9	9	9	11	11	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	11	11	9	9	9	0	0	0	0	0	0	0	9	9	0
0	0	0	0	0	11	11	0	0	0	0	0	0	9	9	11	11	11	11	11	11	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	11	11	11	11	11	11	9	9	0	0	0	0	0	0	11	11	0
